Timestamp (IST),Steps,Total Day Steps,HR,BP Systolic,BP Diastolic,SpO2 (%),Sleep Stage,Activity Level,Date
07-01-2025 11:00,12,11725,65,122.3,80.5,98.2,Awake,Sedentary,07-01-2025
07-01-2025 11:05,102,11725,72,128.6,80.3,98.2,Awake,Walking,07-01-2025
07-01-2025 11:10,46,11725,96,121.3,80.8,96.5,Awake,Sedentary,07-01-2025
07-01-2025 11:15,32,11725,72,120.3,83.9,97.6,Awake,Sedentary,07-01-2025
07-01-2025 11:20,84,11725,82,119.9,75.4,96.6,Awake,Walking,07-01-2025
07-01-2025 11:25,46,11725,83,124.4,82.3,95.4,Awake,Sedentary,07-01-2025
07-01-2025 11:30,51,11725,83,129.7,80.8,97.4,Awake,Sedentary,07-01-2025
07-01-2025 11:35,41,11725,92,123.1,80.9,98,Awake,Sedentary,07-01-2025
07-01-2025 11:40,61,11725,74,122.4,87.1,97.2,Awake,Walking,07-01-2025
07-01-2025 11:45,76,11725,85,110.5,84,97.7,Awake,Jogging,07-01-2025
07-01-2025 11:50,146,11725,118,128.7,87.2,98.4,Awake,Jogging,07-01-2025
07-01-2025 11:55,17,11725,59,132.5,81.6,97,Awake,Sedentary,07-01-2025
07-01-2025 12:00,100,11725,106,127.8,85.2,98,Awake,Walking,07-01-2025
07-01-2025 12:05,91,11725,58,128.8,87.2,98.1,Awake,Jogging,07-01-2025
07-01-2025 12:10,20,11725,81,116.9,79.6,96.6,Awake,Sedentary,07-01-2025
07-01-2025 12:15,85,11725,96,130.3,82.7,96.2,Awake,Walking,07-01-2025
07-01-2025 12:20,82,11725,86,133.5,82.5,98.4,Awake,Walking,07-01-2025
07-01-2025 12:25,92,11725,79,125.9,84.8,96.4,Awake,Walking,07-01-2025
07-01-2025 12:30,40,11725,79,123.8,85.8,95.9,Awake,Sedentary,07-01-2025
07-01-2025 12:35,15,11725,63,116.2,67.5,96.4,Awake,Sedentary,07-01-2025
07-01-2025 12:40,25,11725,104,118.3,82.1,96.8,Awake,Sedentary,07-01-2025
07-01-2025 12:45,78,11725,102,125.8,80.4,97.8,Awake,Walking,07-01-2025
07-01-2025 12:50,37,11725,85,130.7,79.4,97.7,Awake,Sedentary,07-01-2025
07-01-2025 12:55,30,11725,71,113.2,83.2,97,Awake,Sedentary,07-01-2025
07-01-2025 13:00,88,11725,103,127.1,85.5,98,Awake,Walking,07-01-2025
07-01-2025 13:05,23,11725,77,120.2,76.1,96,Awake,Sedentary,07-01-2025
07-01-2025 13:10,26,11725,87,123.1,84.2,97.8,Awake,Sedentary,07-01-2025
07-01-2025 13:15,42,11725,83,121.4,82.6,97.7,Awake,Sedentary,07-01-2025
07-01-2025 13:20,44,11725,91,129.3,80.1,97.1,Awake,Sedentary,07-01-2025
07-01-2025 13:25,21,11725,72,126.7,83.5,97.9,Awake,Sedentary,07-01-2025
07-01-2025 13:30,48,11725,92,122.5,79.6,98.9,Awake,Sedentary,07-01-2025
07-01-2025 13:35,45,11725,67,119.3,77.7,96.9,Awake,Sedentary,07-01-2025
07-01-2025 13:40,21,11725,64,119.8,82.6,96.7,Awake,Sedentary,07-01-2025
07-01-2025 13:45,38,11725,97,116.7,80.9,97.4,Awake,Sedentary,07-01-2025
07-01-2025 13:50,39,11725,71,119.7,84.6,96.2,Awake,Sedentary,07-01-2025
07-01-2025 13:55,44,11725,73,122.1,78.5,97.3,Awake,Sedentary,07-01-2025
07-01-2025 14:00,111,11725,86,120.8,80,96.4,Awake,Walking,07-01-2025
07-01-2025 14:05,49,11725,63,122.9,80.6,96.3,Awake,Sedentary,07-01-2025
07-01-2025 14:10,0,11725,72,118.3,75.2,96.5,Awake,Sedentary,07-01-2025
07-01-2025 14:15,22,11725,60,115.1,74.8,97,Awake,Sedentary,07-01-2025
07-01-2025 14:20,113,11725,111,128.5,84.4,97.7,Awake,Walking,07-01-2025
07-01-2025 14:25,33,11725,51,122.9,80.1,97.4,Awake,Sedentary,07-01-2025
07-01-2025 14:30,113,11725,120,131.8,84.3,97.4,Awake,Walking,07-01-2025
07-01-2025 14:35,118,11725,93,129.5,83.1,97.2,Awake,Walking,07-01-2025
07-01-2025 14:40,13,11725,74,123.6,83,96.3,Awake,Sedentary,07-01-2025
07-01-2025 14:45,35,11725,95,123.4,79.5,98.2,Awake,Sedentary,07-01-2025
07-01-2025 14:50,101,11725,82,125.9,85.6,98.5,Awake,Walking,07-01-2025
07-01-2025 14:55,29,11725,70,121.5,80.5,99,Awake,Sedentary,07-01-2025
07-01-2025 15:00,63,11725,66,133.3,82.6,96.2,Awake,Sedentary,07-01-2025
07-01-2025 15:05,28,11725,69,113.1,82.1,94.6,Awake,Sedentary,07-01-2025
07-01-2025 15:10,50,11725,53,117.4,81.5,96.3,Awake,Sedentary,07-01-2025
07-01-2025 15:15,37,11725,83,114.2,81.5,97.4,Awake,Sedentary,07-01-2025
07-01-2025 15:20,29,11725,83,120.6,81.3,98,Awake,Sedentary,07-01-2025
07-01-2025 15:25,130,11725,59,129,81.3,96.1,Awake,Walking,07-01-2025
07-01-2025 15:30,24,11725,59,131.5,84.3,96,Awake,Sedentary,07-01-2025
07-01-2025 15:35,42,11725,55,132.5,86.3,96.9,Awake,Sedentary,07-01-2025
07-01-2025 15:40,89,11725,105,128.9,82.8,94.4,Awake,Walking,07-01-2025
07-01-2025 15:45,33,11725,67,127.3,83.3,99,Awake,Sedentary,07-01-2025
07-01-2025 15:50,33,11725,70,119.6,79,96,Awake,Sedentary,07-01-2025
07-01-2025 15:55,40,11725,77,122.8,88.1,96.6,Awake,Sedentary,07-01-2025
07-01-2025 16:00,37,11725,75,131.9,74.9,96.4,Awake,Sedentary,07-01-2025
07-01-2025 16:05,109,11725,104,132.6,81.7,95.4,Awake,Walking,07-01-2025
07-01-2025 16:10,33,11725,78,125.7,81.1,97.5,Awake,Sedentary,07-01-2025
07-01-2025 16:15,48,11725,59,126.2,79.9,97.1,Awake,Sedentary,07-01-2025
07-01-2025 16:20,43,11725,91,121.3,74.4,96.9,Awake,Sedentary,07-01-2025
07-01-2025 16:25,18,11725,61,124.1,75.6,95.7,Awake,Sedentary,07-01-2025
07-01-2025 16:30,46,11725,81,120.4,86.5,96.6,Awake,Sedentary,07-01-2025
07-01-2025 16:35,32,11725,85,118.4,76,96.9,Awake,Sedentary,07-01-2025
07-01-2025 16:40,30,11725,67,120.8,79.1,97.4,Awake,Sedentary,07-01-2025
07-01-2025 16:45,63,11725,51,124.7,82.8,97.7,Awake,Sedentary,07-01-2025
07-01-2025 16:50,26,11725,81,127.2,80.5,97.4,Awake,Sedentary,07-01-2025
07-01-2025 16:55,55,11725,83,124.2,90.9,95.8,Awake,Sedentary,07-01-2025
07-01-2025 17:00,78,11725,77,126.7,78.3,97.9,Awake,Walking,07-01-2025
07-01-2025 17:05,27,11725,85,125.1,77,96.4,Awake,Sedentary,07-01-2025
07-01-2025 17:10,27,11725,70,126.7,75.1,97.8,Awake,Sedentary,07-01-2025
07-01-2025 17:15,130,11725,104,135,81.7,97.2,Awake,Walking,07-01-2025
07-01-2025 17:20,18,11725,45,123.9,80.2,97.5,Awake,Sedentary,07-01-2025
07-01-2025 17:25,29,11725,98,110.2,81.3,95.4,Awake,Sedentary,07-01-2025
07-01-2025 17:30,24,11725,71,128.7,83.2,98,Awake,Sedentary,07-01-2025
07-01-2025 17:35,2,11725,73,116.5,76.9,97.5,Awake,Sedentary,07-01-2025
07-01-2025 17:40,41,11725,89,124.9,82,97.3,Awake,Sedentary,07-01-2025
07-01-2025 17:45,46,11725,92,128.6,78.7,96,Awake,Sedentary,07-01-2025
07-01-2025 17:50,44,11725,71,118.2,81.3,97.1,Awake,Sedentary,07-01-2025
07-01-2025 17:55,109,11725,108,120.1,82.8,97,Awake,Walking,07-01-2025
07-01-2025 18:00,91,11725,85,118.2,83,98.4,Awake,Walking,07-01-2025
07-01-2025 18:05,14,11725,83,113.8,80.3,97.4,Awake,Sedentary,07-01-2025
07-01-2025 18:10,46,11725,85,120,84.4,97,Awake,Sedentary,07-01-2025
07-01-2025 18:15,32,11725,89,118.1,85.3,98.2,Awake,Sedentary,07-01-2025
07-01-2025 18:20,124,11725,93,116,87.3,97.8,Awake,Walking,07-01-2025
07-01-2025 18:25,48,11725,94,119.2,82.3,98.1,Awake,Sedentary,07-01-2025
07-01-2025 18:30,29,11725,64,118.7,75.9,97.1,Awake,Sedentary,07-01-2025
07-01-2025 18:35,32,11725,86,123.4,76.3,97.5,Awake,Sedentary,07-01-2025
07-01-2025 18:40,22,11725,71,124.4,82.2,98.9,Awake,Sedentary,07-01-2025
07-01-2025 18:45,207,11725,106,138.6,84.1,97.5,Awake,Jogging,07-01-2025
07-01-2025 18:50,25,11725,113,121.8,83.7,97.9,Awake,Sedentary,07-01-2025
07-01-2025 18:55,44,11725,89,125.5,84.1,96.5,Awake,Sedentary,07-01-2025
07-01-2025 19:00,97,11725,93,128,83.4,97.2,Awake,Walking,07-01-2025
07-01-2025 19:05,40,11725,83,114.3,82.2,97.3,Awake,Sedentary,07-01-2025
07-01-2025 19:10,34,11725,95,125.7,88.3,97.3,Awake,Sedentary,07-01-2025
07-01-2025 19:15,42,11725,98,122.7,76.4,96.9,Awake,Sedentary,07-01-2025
07-01-2025 19:20,75,11725,89,123.2,83.3,97.1,Awake,Sedentary,07-01-2025
07-01-2025 19:25,26,11725,75,122.1,78.2,95.8,Awake,Sedentary,07-01-2025
07-01-2025 19:30,19,11725,75,128.2,79.2,99,Awake,Sedentary,07-01-2025
07-01-2025 19:35,41,11725,108,121.5,81.3,96.9,Awake,Sedentary,07-01-2025
07-01-2025 19:40,35,11725,69,121.1,82.9,98.4,Awake,Sedentary,07-01-2025
07-01-2025 19:45,95,11725,71,125.9,79.3,95.9,Awake,Walking,07-01-2025
07-01-2025 19:50,51,11725,88,128,80.9,95.2,Awake,Sedentary,07-01-2025
07-01-2025 19:55,64,11725,66,126.2,83.9,97.5,Awake,Sedentary,07-01-2025
07-01-2025 20:00,61,11725,106,122.7,80.1,97.8,Awake,Sedentary,07-01-2025
07-01-2025 20:05,80,11725,94,126.6,78.5,97.7,Awake,Sedentary,07-01-2025
07-01-2025 20:10,49,11725,79,125.7,79.4,95.8,Awake,Sedentary,07-01-2025
07-01-2025 20:15,49,11725,97,125.2,84.5,98.7,Awake,Sedentary,07-01-2025
07-01-2025 20:20,68,11725,76,114.1,86.6,96.9,Awake,Sedentary,07-01-2025
07-01-2025 20:25,21,11725,98,118.9,75.6,97.2,Awake,Sedentary,07-01-2025
07-01-2025 20:30,133,11725,65,124.5,87.6,97.8,Awake,Walking,07-01-2025
07-01-2025 20:35,34,11725,85,129.3,84.6,97.8,Awake,Sedentary,07-01-2025
07-01-2025 20:40,95,11725,71,115.6,84.1,97.7,Awake,Walking,07-01-2025
07-01-2025 20:45,106,11725,85,122.1,85.3,98.4,Awake,Walking,07-01-2025
07-01-2025 20:50,39,11725,61,114.9,79.5,96.2,Awake,Sedentary,07-01-2025
07-01-2025 20:55,18,11725,65,125.7,80.3,96.4,Awake,Sedentary,07-01-2025
07-01-2025 21:00,46,11725,70,120,83.9,97.2,Awake,Sedentary,07-01-2025
07-01-2025 21:05,16,11725,73,121,81.1,96.2,Awake,Sedentary,07-01-2025
07-01-2025 21:10,58,11725,115,131.1,83.7,96.2,Awake,Sedentary,07-01-2025
07-01-2025 21:15,49,11725,67,118.8,86.7,97,Awake,Sedentary,07-01-2025
07-01-2025 21:20,35,11725,61,127.1,79.7,96.5,Awake,Sedentary,07-01-2025
07-01-2025 21:25,34,11725,46,116.6,83.3,98.6,Awake,Sedentary,07-01-2025
07-01-2025 21:30,63,11725,60,130.5,80.4,97.1,Awake,Sedentary,07-01-2025
07-01-2025 21:35,61,11725,81,117.5,74.3,98.4,Awake,Sedentary,07-01-2025
07-01-2025 21:40,218,11725,86,138.5,91,97.3,Awake,Walking,07-01-2025
07-01-2025 21:45,153,11725,94,126.6,82.2,97.3,Awake,Walking,07-01-2025
07-01-2025 21:50,47,11725,102,127.4,79.5,97.1,Awake,Sedentary,07-01-2025
07-01-2025 21:55,62,11725,116,130.5,75.4,97.9,Awake,Sedentary,07-01-2025
07-01-2025 22:00,157,11725,83,128,90.9,95.7,Awake,Walking,07-01-2025
07-01-2025 22:05,9,11725,52,118.3,77.5,96.2,Awake,Sedentary,07-01-2025
07-01-2025 22:10,81,11725,88,120.8,76.5,96.6,Awake,Sedentary,07-01-2025
07-01-2025 22:15,34,11725,91,124.3,81.9,97.7,Awake,Sedentary,07-01-2025
07-01-2025 22:20,70,11725,65,125.4,85.7,95.9,Awake,Sedentary,07-01-2025
07-01-2025 22:25,192,11725,96,129.2,89.3,99,Awake,Walking,07-01-2025
07-01-2025 22:30,37,11725,87,133.1,78.9,97.4,Awake,Sedentary,07-01-2025
07-01-2025 22:35,143,11725,103,126.9,82.7,95.6,Awake,Jogging,07-01-2025
07-01-2025 22:40,27,11725,85,128.1,81.2,96.6,Awake,Sedentary,07-01-2025
07-01-2025 22:45,74,11725,91,122.9,80.2,96.9,Awake,Sedentary,07-01-2025
07-01-2025 22:50,220,11725,107,137.4,91.5,97.7,Awake,Jogging,07-01-2025
07-01-2025 22:55,31,11725,73,123.9,79.8,97.5,Awake,Sedentary,07-01-2025
07-01-2025 23:00,58,11725,72,134.9,84.5,97.8,Awake,Sedentary,07-01-2025
07-01-2025 23:05,67,11725,49,125,89.4,98.2,Awake,Sedentary,07-01-2025
07-01-2025 23:10,0,11725,66,104.3,76,95.9,Light Sleep,None,07-01-2025
07-01-2025 23:15,0,11725,60,115.2,68.6,97.4,Light Sleep,None,07-01-2025
07-01-2025 23:20,0,11725,46,109.4,65.4,93.5,Deep Sleep,None,07-01-2025
07-01-2025 23:25,0,11725,54,103.5,64.4,95.6,Deep Sleep,None,07-01-2025
07-01-2025 23:30,0,11725,69,114.1,70.2,97.8,Light Sleep,None,07-01-2025
07-01-2025 23:35,0,11725,68,103.2,70.4,97.4,Light Sleep,None,07-01-2025
07-01-2025 23:40,0,11725,70,107.4,67.3,95,Light Sleep,None,07-01-2025
07-01-2025 23:45,0,11725,57,105.8,61.7,95.7,Deep Sleep,None,07-01-2025
07-01-2025 23:50,0,11725,54,101.8,64.5,94.6,Deep Sleep,None,07-01-2025
07-01-2025 23:55,0,11725,55,99.5,63.3,94.9,Deep Sleep,None,07-01-2025
08-01-2025 00:00,0,5646,59,99.1,67.3,97.9,Deep Sleep,None,08-01-2025
08-01-2025 00:05,0,5646,56,104.8,64.2,94.1,Deep Sleep,None,08-01-2025
08-01-2025 00:10,19,5646,82,117.7,81.6,95.2,Awake,Sedentary,08-01-2025
08-01-2025 00:15,11,5646,76,125.1,78,97.1,Awake,Sedentary,08-01-2025
08-01-2025 00:20,45,5646,78,120,82.7,96.7,Awake,Walking,08-01-2025
08-01-2025 00:25,30,5646,50,117.5,87.5,96.9,Awake,Walking,08-01-2025
08-01-2025 00:30,0,5646,69,113.1,65.1,95,Light Sleep,None,08-01-2025
08-01-2025 00:35,0,5646,55,92,66.1,94.8,Deep Sleep,None,08-01-2025
08-01-2025 00:40,0,5646,52,97.8,65.3,96,Deep Sleep,None,08-01-2025
08-01-2025 00:45,0,5646,58,92.9,59.5,95.2,Deep Sleep,None,08-01-2025
08-01-2025 00:50,16,5646,65,113,83.5,95.9,Awake,Sedentary,08-01-2025
08-01-2025 00:55,16,5646,70,115.2,77.8,98.8,Awake,Sedentary,08-01-2025
08-01-2025 01:00,7,5646,67,115.4,74.4,94.5,Awake,Sedentary,08-01-2025
08-01-2025 01:05,12,5646,61,122.8,81,96.7,Awake,Sedentary,08-01-2025
08-01-2025 01:10,8,5646,82,127,78,95.7,Awake,Sedentary,08-01-2025
08-01-2025 01:15,8,5646,77,113.8,77.9,96.2,Awake,Sedentary,08-01-2025
08-01-2025 01:20,0,5646,64,111.1,73.9,96.8,Light Sleep,None,08-01-2025
08-01-2025 01:25,0,5646,50,102.2,71.5,94.6,Deep Sleep,None,08-01-2025
08-01-2025 01:30,29,5646,80,123.4,79.5,96.3,Awake,Walking,08-01-2025
08-01-2025 01:35,46,5646,68,121.5,82.9,95.8,Awake,Walking,08-01-2025
08-01-2025 01:40,1,5646,64,126.5,81.1,99,Awake,Sedentary,08-01-2025
08-01-2025 01:45,15,5646,91,129.6,77.3,97.4,Awake,Sedentary,08-01-2025
08-01-2025 01:50,0,5646,61,110.4,68.4,96.8,Light Sleep,None,08-01-2025
08-01-2025 01:55,0,5646,62,114,72.9,96.5,Light Sleep,None,08-01-2025
08-01-2025 02:00,0,5646,54,106.6,70.3,95.2,Light Sleep,None,08-01-2025
08-01-2025 02:05,0,5646,60,116.6,70.9,95.2,Light Sleep,None,08-01-2025
08-01-2025 02:10,0,5646,66,113.7,73.9,96.1,Light Sleep,None,08-01-2025
08-01-2025 02:15,0,5646,50,105.4,62.3,95.9,Deep Sleep,None,08-01-2025
08-01-2025 02:20,0,5646,58,113.2,68.1,95.1,Light Sleep,None,08-01-2025
08-01-2025 02:25,0,5646,59,100,70.1,95.5,Deep Sleep,None,08-01-2025
08-01-2025 02:30,13,5646,57,111.4,84.8,96,Awake,Sedentary,08-01-2025
08-01-2025 02:35,14,5646,104,119.9,81,96.5,Awake,Sedentary,08-01-2025
08-01-2025 02:40,10,5646,59,116.6,81.4,96.4,Awake,Sedentary,08-01-2025
08-01-2025 02:45,13,5646,88,124.9,74.9,95.9,Awake,Sedentary,08-01-2025
08-01-2025 02:50,17,5646,76,119.3,81.6,97.1,Awake,Sedentary,08-01-2025
08-01-2025 02:55,0,5646,65,107.5,68,97.6,Light Sleep,None,08-01-2025
08-01-2025 03:00,0,5646,65,110.9,71.5,95.7,Light Sleep,None,08-01-2025
08-01-2025 03:05,0,5646,66,100.7,71.3,97.1,Light Sleep,None,08-01-2025
08-01-2025 03:10,0,5646,66,112.5,72.8,95.9,Light Sleep,None,08-01-2025
08-01-2025 03:15,0,5646,61,104.2,73.7,94.7,Light Sleep,None,08-01-2025
08-01-2025 03:20,0,5646,62,108.5,68,94,Light Sleep,None,08-01-2025
08-01-2025 03:25,0,5646,58,110.6,73.2,95.4,Light Sleep,None,08-01-2025
08-01-2025 03:30,0,5646,56,112,73.1,97.7,Light Sleep,None,08-01-2025
08-01-2025 03:35,0,5646,65,105,75.6,94.1,Light Sleep,None,08-01-2025
08-01-2025 03:40,0,5646,60,110.9,76,96.8,Light Sleep,None,08-01-2025
08-01-2025 03:45,0,5646,62,109,66.6,95.1,Light Sleep,None,08-01-2025
08-01-2025 03:50,0,5646,61,116.8,68.3,96.9,Light Sleep,None,08-01-2025
08-01-2025 03:55,0,5646,71,111.8,73.4,96.7,Light Sleep,None,08-01-2025
08-01-2025 04:00,0,5646,81,106.4,75.2,94.5,REM Sleep,None,08-01-2025
08-01-2025 04:05,0,5646,61,112.5,72.4,96.5,Light Sleep,None,08-01-2025
08-01-2025 04:10,0,5646,60,107.5,70.5,95.1,Light Sleep,None,08-01-2025
08-01-2025 04:15,0,5646,60,112.3,71.5,94.5,REM Sleep,None,08-01-2025
08-01-2025 04:20,0,5646,71,116.4,75.6,96.6,REM Sleep,None,08-01-2025
08-01-2025 04:25,0,5646,72,104,68.6,97.7,Light Sleep,None,08-01-2025
08-01-2025 04:30,16,5646,88,113.3,77.5,95.7,Awake,Sedentary,08-01-2025
08-01-2025 04:35,16,5646,73,116.5,81.9,97.5,Awake,Sedentary,08-01-2025
08-01-2025 04:40,10,5646,83,117.1,80.5,97.2,Awake,Sedentary,08-01-2025
08-01-2025 04:45,14,5646,73,112.5,82.1,97.5,Awake,Sedentary,08-01-2025
08-01-2025 04:50,15,5646,91,120.3,79.5,96.1,Awake,Sedentary,08-01-2025
08-01-2025 04:55,24,5646,68,125.4,80.9,97.3,Awake,Sedentary,08-01-2025
08-01-2025 05:00,17,5646,53,116.8,82.2,96.7,Awake,Sedentary,08-01-2025
08-01-2025 05:05,0,5646,59,108.9,70.2,97.4,Light Sleep,None,08-01-2025
08-01-2025 05:10,0,5646,65,109.7,69.6,95.8,Light Sleep,None,08-01-2025
08-01-2025 05:15,0,5646,61,111.8,69.8,94.7,Light Sleep,None,08-01-2025
08-01-2025 05:20,43,5646,79,125.9,77.7,98.1,Awake,Walking,08-01-2025
08-01-2025 05:25,31,5646,61,115.9,79.2,96.3,Awake,Walking,08-01-2025
08-01-2025 05:30,19,5646,61,121.8,86.5,98.7,Awake,Sedentary,08-01-2025
08-01-2025 05:35,0,5646,62,109.8,72.5,96.2,Light Sleep,None,08-01-2025
08-01-2025 05:40,0,5646,59,112.9,69,96.8,Light Sleep,None,08-01-2025
08-01-2025 05:45,0,5646,57,91.8,66.5,94.7,Deep Sleep,None,08-01-2025
08-01-2025 05:50,0,5646,65,97.5,69.9,96.8,Deep Sleep,None,08-01-2025
08-01-2025 05:55,0,5646,56,100.3,65.2,94.1,Deep Sleep,None,08-01-2025
08-01-2025 06:00,35,5646,77,121.1,77.3,96.3,Awake,Walking,08-01-2025
08-01-2025 06:05,13,5646,68,117.6,83.5,97.7,Awake,Sedentary,08-01-2025
08-01-2025 06:10,11,5646,65,122.6,83.7,98.3,Awake,Sedentary,08-01-2025
08-01-2025 06:15,12,5646,49,125.9,76.4,97.3,Awake,Sedentary,08-01-2025
08-01-2025 06:20,51,5646,91,116.5,78.4,94.3,Awake,Walking,08-01-2025
08-01-2025 06:25,10,5646,48,118.4,81.3,97.4,Awake,Sedentary,08-01-2025
08-01-2025 06:30,20,5646,91,119.5,78.4,96.5,Awake,Sedentary,08-01-2025
08-01-2025 06:35,7,5646,83,119.5,81.5,96.6,Awake,Sedentary,08-01-2025
08-01-2025 06:40,24,5646,62,124.8,75.6,97,Awake,Sedentary,08-01-2025
08-01-2025 06:45,54,5646,94,121.8,77.5,97.2,Awake,Jogging,08-01-2025
08-01-2025 06:50,50,5646,58,129.6,78.9,97.3,Awake,Walking,08-01-2025
08-01-2025 06:55,84,5646,82,127.1,85.6,97,Awake,Jogging,08-01-2025
08-01-2025 07:00,38,5646,69,125.9,80.1,96.4,Awake,Walking,08-01-2025
08-01-2025 07:05,9,5646,74,114.5,77.9,97.4,Awake,Sedentary,08-01-2025
08-01-2025 07:10,10,5646,83,115.9,81.3,96.9,Awake,Sedentary,08-01-2025
08-01-2025 07:15,49,5646,58,121.2,83.2,97.1,Awake,Walking,08-01-2025
08-01-2025 07:20,19,5646,83,121.3,77,97.1,Awake,Sedentary,08-01-2025
08-01-2025 07:25,10,5646,60,123.3,79.7,98.1,Awake,Sedentary,08-01-2025
08-01-2025 07:30,10,5646,67,130.7,81.2,95.6,Awake,Sedentary,08-01-2025
08-01-2025 07:35,31,5646,78,118.4,78.2,96.6,Awake,Walking,08-01-2025
08-01-2025 07:40,29,5646,62,115.8,78,95.9,Awake,Sedentary,08-01-2025
08-01-2025 07:45,24,5646,74,127.8,84,96.3,Awake,Sedentary,08-01-2025
08-01-2025 07:50,18,5646,80,118.4,80.6,97.2,Awake,Sedentary,08-01-2025
08-01-2025 07:55,15,5646,92,124.9,81.3,99,Awake,Sedentary,08-01-2025
08-01-2025 08:00,5,5646,72,130.3,81.7,97.5,Awake,Sedentary,08-01-2025
08-01-2025 08:05,55,5646,69,125.8,82.7,96.5,Awake,Walking,08-01-2025
08-01-2025 08:10,33,5646,67,127.1,79,97.1,Awake,Walking,08-01-2025
08-01-2025 08:15,16,5646,99,118.7,76.5,98.2,Awake,Sedentary,08-01-2025
08-01-2025 08:20,13,5646,57,117.7,81.6,96.4,Awake,Sedentary,08-01-2025
08-01-2025 08:25,16,5646,71,117.8,79.9,95.1,Awake,Sedentary,08-01-2025
08-01-2025 08:30,23,5646,112,123.7,82.9,96.8,Awake,Sedentary,08-01-2025
08-01-2025 08:35,15,5646,95,116.9,82.9,97,Awake,Sedentary,08-01-2025
08-01-2025 08:40,43,5646,81,127.1,77.3,97.5,Awake,Walking,08-01-2025
08-01-2025 08:45,61,5646,85,117,79.1,97.8,Awake,Jogging,08-01-2025
08-01-2025 08:50,12,5646,61,118.4,85.2,97.5,Awake,Sedentary,08-01-2025
08-01-2025 08:55,8,5646,100,113.8,78.6,97,Awake,Sedentary,08-01-2025
08-01-2025 09:00,17,5646,88,110.6,78.8,95.6,Awake,Sedentary,08-01-2025
08-01-2025 09:05,51,5646,64,130,76.3,98,Awake,Walking,08-01-2025
08-01-2025 09:10,7,5646,91,127.3,84.3,96.4,Awake,Sedentary,08-01-2025
08-01-2025 09:15,9,5646,64,120.1,78.1,97.1,Awake,Sedentary,08-01-2025
08-01-2025 09:20,16,5646,91,116.1,84,94.8,Awake,Sedentary,08-01-2025
08-01-2025 09:25,64,5646,78,129.1,83.1,97.7,Awake,Walking,08-01-2025
08-01-2025 09:30,31,5646,56,121.3,80.7,97.6,Awake,Walking,08-01-2025
08-01-2025 09:35,11,5646,87,125.6,85.1,96,Awake,Sedentary,08-01-2025
08-01-2025 09:40,5,5646,68,119.3,75.2,98.6,Awake,Sedentary,08-01-2025
08-01-2025 09:45,3,5646,71,125.2,77.6,96.3,Awake,Sedentary,08-01-2025
08-01-2025 09:50,19,5646,53,119.5,81,93.9,Awake,Sedentary,08-01-2025
08-01-2025 09:55,11,5646,90,119.8,81.4,97.2,Awake,Sedentary,08-01-2025
08-01-2025 10:00,23,5646,85,129.1,84.4,97.3,Awake,Sedentary,08-01-2025
08-01-2025 10:05,51,5646,99,129,82.7,94.9,Awake,Walking,08-01-2025
08-01-2025 10:10,9,5646,92,117.2,79,96.8,Awake,Sedentary,08-01-2025
08-01-2025 10:15,64,5646,80,115.1,84.1,98.2,Awake,Jogging,08-01-2025
08-01-2025 10:20,57,5646,74,121.4,84.5,97.4,Awake,Jogging,08-01-2025
08-01-2025 10:25,11,5646,73,115.7,81.5,96.8,Awake,Sedentary,08-01-2025
08-01-2025 10:30,41,5646,65,124.9,86,96.6,Awake,Walking,08-01-2025
08-01-2025 10:35,9,5646,65,127.9,79.8,96.6,Awake,Sedentary,08-01-2025
08-01-2025 10:40,8,5646,81,120.6,77.7,95,Awake,Sedentary,08-01-2025
08-01-2025 10:45,15,5646,76,129.2,79.9,97.4,Awake,Sedentary,08-01-2025
08-01-2025 10:50,21,5646,63,130.9,81.7,96.6,Awake,Sedentary,08-01-2025
08-01-2025 10:55,43,5646,83,122.9,79.7,98.8,Awake,Walking,08-01-2025
08-01-2025 11:00,40,5646,70,119.6,88.8,96.7,Awake,Walking,08-01-2025
08-01-2025 11:05,13,5646,62,129.9,80.1,95.7,Awake,Sedentary,08-01-2025
08-01-2025 11:10,8,5646,102,117.2,86.1,97.1,Awake,Sedentary,08-01-2025
08-01-2025 11:15,33,5646,92,122.6,84.6,97.1,Awake,Walking,08-01-2025
08-01-2025 11:20,21,5646,89,119.1,83.5,95.7,Awake,Sedentary,08-01-2025
08-01-2025 11:25,20,5646,87,127.1,80.1,95,Awake,Sedentary,08-01-2025
08-01-2025 11:30,10,5646,50,121.6,82.5,97.4,Awake,Sedentary,08-01-2025
08-01-2025 11:35,52,5646,91,121.9,82.9,97.9,Awake,Walking,08-01-2025
08-01-2025 11:40,12,5646,79,121.7,88.3,96.1,Awake,Sedentary,08-01-2025
08-01-2025 11:45,17,5646,88,118.2,85,97.1,Awake,Sedentary,08-01-2025
08-01-2025 11:50,16,5646,87,123.5,80.2,95.9,Awake,Sedentary,08-01-2025
08-01-2025 11:55,9,5646,85,122.6,81,96.9,Awake,Sedentary,08-01-2025
08-01-2025 12:00,19,5646,80,128.2,79.5,96.4,Awake,Sedentary,08-01-2025
08-01-2025 12:05,9,5646,88,121.9,83.6,96.8,Awake,Sedentary,08-01-2025
08-01-2025 12:10,16,5646,97,122.8,80.8,97.3,Awake,Sedentary,08-01-2025
