age,gender,height,weight,activity_level,bmi,target_calories,resting_heart_rate,weight_goal,timestamp
43.23512228449416,Female,151.3,67.2,Sedentary,29.36,1564.0,72.0,Lose Weight,2024-05-02 16:01:36.237699000
18.0,Female,159.8,62.9,Moderately Active,24.62,2012.0,81.0,Maintain Weight,2024-05-03 00:47:43.805266567
29.3368176105268,Female,163.8,54.8,Very Active,20.41,2350.0,70.0,Gain Weight,2024-05-03 09:33:51.372834135
48.067407163608394,Male,172.3,66.5,Moderately Active,22.4,2283.0,73.0,Maintain Weight,2024-05-03 18:19:58.940401702
35.77136022914555,Male,176.8,68.1,Very Active,21.79,2825.0,68.0,Lose Weight,2024-05-04 03:06:06.507969270
22.067062664848326,Female,163.1,68.3,Sedentary,25.69,1906.0,75.0,Lose Weight,2024-05-04 11:52:14.075536838
26.41635548888038,Female,178.2,80.2,Moderately Active,25.28,2493.0,64.0,Lose Weight,2024-05-04 20:38:21.643104405
43.15517298721611,Male,189.0,98.8,Sedentary,27.67,2581.0,80.0,Lose Weight,2024-05-05 05:24:29.210671973
26.23560041939436,Male,196.8,72.3,Moderately Active,18.67,2534.0,73.0,Maintain Weight,2024-05-05 14:10:36.778239540
37.5975030749837,Female,164.1,67.7,Very Active,25.13,2470.0,58.0,Lose Weight,2024-05-05 22:56:44.345807108
35.54686207884576,Female,156.0,65.7,Sedentary,27.01,1669.0,84.0,Lose Weight,2024-05-06 07:42:51.913374675
27.180795828730197,Female,161.4,73.4,Moderately Active,28.15,2144.0,72.0,Lose Weight,2024-05-06 16:28:59.480942243
60.72732907190391,Female,151.3,63.6,Sedentary,27.78,1327.0,72.0,Lose Weight,2024-05-07 01:15:07.048509811
42.60702826781613,Male,179.2,87.7,Moderately Active,27.3,2633.0,74.0,Lose Weight,2024-05-07 10:01:14.616077378
18.0,Male,173.7,76.7,Moderately Active,25.4,2691.0,76.0,Lose Weight,2024-05-07 18:47:22.183644946
37.23745177723313,Male,178.7,82.1,Very Active,25.69,3185.0,61.0,Lose Weight,2024-05-08 03:33:29.751212513
27.058562422779346,Female,161.5,66.7,Moderately Active,25.57,2014.0,78.0,Lose Weight,2024-05-08 12:19:37.318780081
45.22920001755469,Female,157.0,63.1,Sedentary,25.61,1532.0,70.0,Lose Weight,2024-05-08 21:05:44.886347648
25.48975113880759,Male,181.2,115.2,Sedentary,35.09,2738.0,84.0,Lose Weight,2024-05-09 05:51:52.453915216
33.62316270239721,Male,172.8,88.2,Sedentary,29.56,2270.0,71.0,Lose Weight,2024-05-09 14:38:00.021482784
41.05984734776548,Male,187.6,99.5,Sedentary,28.29,2452.0,71.0,Lose Weight,2024-05-09 23:24:07.589050351
45.389062330041455,Male,176.6,65.2,Sedentary,20.89,2071.0,75.0,Maintain Weight,2024-05-10 08:10:15.156617919
20.596443115330686,Female,167.5,57.3,Very Active,20.42,2513.0,55.0,Lose Weight,2024-05-10 16:56:22.724185486
30.98598516990862,Male,178.5,79.3,Moderately Active,24.88,2628.0,66.0,Maintain Weight,2024-05-11 01:42:30.291753054
29.300656266068525,Male,179.7,78.9,Moderately Active,24.44,2724.0,69.0,Gain Weight,2024-05-11 10:28:37.859320621
27.160049209115456,Male,178.0,74.6,Sedentary,23.54,2039.0,87.0,Maintain Weight,2024-05-11 19:14:45.426888189
56.185450883373164,Male,180.9,76.2,Very Active,23.28,2924.0,58.0,Maintain Weight,2024-05-12 04:00:52.994455756
39.85978053153147,Male,170.7,83.8,Moderately Active,28.77,2420.0,59.0,Lose Weight,2024-05-12 12:47:00.562023324
19.86939254797946,Male,171.1,84.3,Sedentary,28.78,2351.0,89.0,Lose Weight,2024-05-12 21:33:08.129590892
46.014343364657314,Male,167.3,57.6,Moderately Active,20.58,2113.0,64.0,Maintain Weight,2024-05-13 06:19:15.697158459
60.4658743641516,Female,158.7,59.6,Moderately Active,23.67,1690.0,70.0,Maintain Weight,2024-05-13 15:05:23.264726027
47.38958312661376,Female,161.3,59.3,Sedentary,22.78,1508.0,84.0,Gain Weight,2024-05-13 23:51:30.832293594
18.0,Female,158.2,57.1,Moderately Active,22.84,1769.0,71.0,Maintain Weight,2024-05-14 08:37:38.399861162
29.189191125604985,Female,172.4,67.7,Moderately Active,22.76,2077.0,78.0,Gain Weight,2024-05-14 17:23:45.967428729
50.20293379023947,Male,178.1,76.4,Sedentary,24.09,2107.0,84.0,Maintain Weight,2024-05-15 02:09:53.534996297
26.507966412574632,Female,160.1,52.5,Very Active,20.49,2289.0,56.0,Lose Weight,2024-05-15 10:56:01.102563865
40.32583313775474,Female,173.0,68.1,Very Active,22.74,2636.0,71.0,Gain Weight,2024-05-15 19:42:08.670131432
44.29560864115204,Male,180.5,72.7,Moderately Active,22.32,2317.0,71.0,Lose Weight,2024-05-16 04:28:16.237699000
23.876834341063002,Male,178.2,48.3,Moderately Active,15.21,2167.0,69.0,Gain Weight,2024-05-16 13:14:23.805266567
34.2856957272584,Female,166.9,84.0,Moderately Active,30.16,2290.0,77.0,Lose Weight,2024-05-16 22:00:31.372834135
18.0,Female,164.9,74.1,Moderately Active,27.27,2426.0,72.0,Lose Weight,2024-05-17 06:46:38.940401702
22.70734830398852,Male,186.7,79.7,Moderately Active,22.87,2881.0,73.0,Maintain Weight,2024-05-17 15:32:46.507969270
31.969182183282076,Female,164.2,70.3,Sedentary,26.08,1819.0,100.0,Lose Weight,2024-05-18 00:18:54.075536838
20.026601816421806,Male,175.0,62.7,Moderately Active,20.49,2541.0,68.0,Lose Weight,2024-05-18 09:05:01.643104405
54.588935647179625,Male,179.7,85.2,Very Active,26.39,3148.0,58.0,Maintain Weight,2024-05-18 17:51:09.210671973
18.0,Male,167.4,83.2,Moderately Active,29.69,2564.0,71.0,Lose Weight,2024-05-19 02:37:16.778239540
29.719466159636195,Male,172.3,79.0,Sedentary,26.63,1983.0,89.0,Lose Weight,2024-05-19 11:23:24.345807108
36.5688869274331,Female,164.4,73.1,Moderately Active,27.07,2169.0,59.0,Lose Weight,2024-05-19 20:09:31.913374675
52.29527946879338,Male,179.9,86.4,Sedentary,26.7,2164.0,64.0,Lose Weight,2024-05-20 04:55:39.480942243
18.0,Male,180.9,67.6,Sedentary,20.65,2122.0,75.0,Lose Weight,2024-05-20 13:41:47.048509810
48.957965025859515,Female,150.4,55.1,Sedentary,24.35,1380.0,67.0,Maintain Weight,2024-05-20 22:27:54.616077378
35.122796732235045,Male,172.9,79.3,Sedentary,26.53,2269.0,77.0,Lose Weight,2024-05-21 07:14:02.183644946
23.22189618742459,Female,160.3,58.2,Moderately Active,22.64,1986.0,74.0,Gain Weight,2024-05-21 16:00:09.751212513
40.54524169115925,Female,167.1,65.2,Moderately Active,23.34,1809.0,64.0,Lose Weight,2024-05-22 00:46:17.318780081
37.38871634688164,Female,161.7,67.0,Sedentary,25.63,1616.0,69.0,Lose Weight,2024-05-22 09:32:24.886347648
27.797397474094463,Male,174.5,69.5,Very Active,22.84,2964.0,60.0,Lose Weight,2024-05-22 18:18:32.453915216
35.83762501988023,Female,153.6,54.5,Very Active,23.1,1966.0,64.0,Maintain Weight,2024-05-23 03:04:40.021482783
30.37623683765888,Female,161.7,54.6,Very Active,20.88,2279.0,52.0,Maintain Weight,2024-05-23 11:50:47.589050351
36.362208143014975,Male,164.4,62.5,Sedentary,23.13,1828.0,87.0,Lose Weight,2024-05-23 20:36:55.156617919
42.94556809425256,Female,172.2,59.8,Moderately Active,20.15,2046.0,76.0,Maintain Weight,2024-05-24 05:23:02.724185486
54.03220179374422,Female,169.5,71.7,Very Active,24.96,2281.0,65.0,Gain Weight,2024-05-24 14:09:10.291753054
20.146214014077813,Female,161.6,46.2,Moderately Active,17.68,1907.0,79.0,Gain Weight,2024-05-24 22:55:17.859320621
60.5964004958752,Female,167.7,86.1,Sedentary,30.61,1751.0,98.0,Lose Weight,2024-05-25 07:41:25.426888189
18.0,Female,159.8,80.6,Sedentary,31.55,2032.0,77.0,Lose Weight,2024-05-25 16:27:32.994455756
33.178578859573,Male,172.5,68.7,Moderately Active,23.09,2387.0,71.0,Gain Weight,2024-05-26 01:13:40.562023324
42.05980647781492,Female,151.8,45.0,Very Active,19.53,1811.0,58.0,Maintain Weight,2024-05-26 09:59:48.129590892
38.37190241282039,Female,156.5,56.1,Moderately Active,22.92,1831.0,70.0,Maintain Weight,2024-05-26 18:45:55.697158460
27.527605762152874,Male,181.2,78.2,Moderately Active,23.81,2662.0,81.0,Maintain Weight,2024-05-27 03:32:03.264726026
32.5025329957127,Male,179.0,70.4,Sedentary,21.96,2179.0,69.0,Maintain Weight,2024-05-27 12:18:10.832293594
29.083988784094007,Male,178.5,71.5,Moderately Active,22.45,2624.0,64.0,Maintain Weight,2024-05-27 21:04:18.399861162
27.927622916669463,Female,171.4,76.5,Very Active,26.06,2856.0,67.0,Lose Weight,2024-05-28 05:50:25.967428730
45.19522516425229,Male,175.3,88.1,Sedentary,28.66,2126.0,88.0,Lose Weight,2024-05-28 14:36:33.534996296
39.284185831580565,Female,160.4,54.6,Moderately Active,21.23,1732.0,67.0,Maintain Weight,2024-05-28 23:22:41.102563864
26.68508485687215,Female,160.5,51.0,Very Active,19.8,2258.0,64.0,Maintain Weight,2024-05-29 08:08:48.670131432
45.79519850519901,Male,175.0,75.7,Sedentary,24.69,2113.0,83.0,Gain Weight,2024-05-29 16:54:56.237699000
38.68759425051931,Male,170.4,67.8,Moderately Active,23.36,2382.0,81.0,Lose Weight,2024-05-30 01:41:03.805266568
44.75434542606752,Female,160.2,71.8,Sedentary,27.98,1598.0,81.0,Maintain Weight,2024-05-30 10:27:11.372834134
42.555546103083344,Male,179.9,72.5,Moderately Active,22.39,2358.0,77.0,Lose Weight,2024-05-30 19:13:18.940401702
25.05205986893513,Female,173.4,76.8,Moderately Active,25.53,2396.0,88.0,Lose Weight,2024-05-31 03:59:26.507969270
28.277827517636364,Male,177.9,94.4,Moderately Active,29.81,2679.0,74.0,Lose Weight,2024-05-31 12:45:34.075536838
43.967523261479144,Male,178.4,84.2,Moderately Active,26.45,2691.0,70.0,Lose Weight,2024-05-31 21:31:41.643104406
42.32444318520158,Male,171.3,75.7,Sedentary,25.81,2044.0,86.0,Lose Weight,2024-06-01 06:17:49.210671972
34.74918087243022,Female,171.8,66.8,Very Active,22.63,2430.0,58.0,Gain Weight,2024-06-01 15:03:56.778239540
36.407928599705386,Male,159.9,58.6,Moderately Active,22.93,2287.0,87.0,Maintain Weight,2024-06-01 23:50:04.345807108
50.3319787494611,Female,175.3,94.4,Sedentary,30.72,2016.0,81.0,Lose Weight,2024-06-02 08:36:11.913374676
27.90114333397004,Female,161.0,57.4,Moderately Active,22.12,1904.0,68.0,Maintain Weight,2024-06-02 17:22:19.480942242
41.565168574040456,Female,163.8,64.7,Moderately Active,24.14,1896.0,64.0,Maintain Weight,2024-06-03 02:08:27.048509810
32.57368817079327,Female,152.9,61.3,Sedentary,26.2,1556.0,89.0,Lose Weight,2024-06-03 10:54:34.616077378
32.38782556127336,Male,182.7,73.4,Very Active,22.0,3244.0,64.0,Maintain Weight,2024-06-03 19:40:42.183644946
48.185322223846285,Female,170.9,59.1,Very Active,20.26,2381.0,58.0,Gain Weight,2024-06-04 04:26:49.751212514
44.904996187856355,Female,155.0,65.6,Sedentary,27.29,1471.0,85.0,Lose Weight,2024-06-04 13:12:57.318780080
44.762115632007664,Male,171.6,67.4,Very Active,22.88,2804.0,52.0,Gain Weight,2024-06-04 21:59:04.886347648
50.665745685851945,Female,163.3,74.7,Sedentary,28.0,1715.0,81.0,Lose Weight,2024-06-05 06:45:12.453915216
35.25204609959311,Male,169.0,68.1,Sedentary,23.87,1929.0,84.0,Lose Weight,2024-06-05 15:31:20.021482784
43.18343565553957,Female,155.4,74.6,Sedentary,30.88,1604.0,94.0,Lose Weight,2024-06-06 00:17:27.589050350
31.276798920878527,Male,179.9,68.7,Very Active,21.25,2879.0,56.0,Lose Weight,2024-06-06 09:03:35.156617918
38.8899962298613,Female,158.5,73.2,Moderately Active,29.14,1991.0,61.0,Maintain Weight,2024-06-06 17:49:42.724185486
33.438283347587785,Male,172.3,56.4,Sedentary,19.01,1886.0,73.0,Lose Weight,2024-06-07 02:35:50.291753054
36.16395157991262,Female,157.0,62.4,Moderately Active,25.3,1762.0,61.0,Lose Weight,2024-06-07 11:21:57.859320622
42.14188430524296,Female,158.4,63.8,Moderately Active,25.43,1991.0,79.0,Lose Weight,2024-06-07 20:08:05.426888188
25.181351801198332,Male,182.4,75.9,Sedentary,22.82,2086.0,92.0,Lose Weight,2024-06-08 04:54:12.994455756
60.10864730822552,Male,179.3,76.7,Very Active,23.85,2992.0,62.0,Lose Weight,2024-06-08 13:40:20.562023324
22.927791422003576,Male,179.8,82.6,Very Active,25.56,3183.0,66.0,Lose Weight,2024-06-08 22:26:28.129590892
20.429736646547212,Male,165.4,47.5,Moderately Active,17.35,2036.0,71.0,Gain Weight,2024-06-09 07:12:35.697158460
48.89733048200081,Female,158.8,60.5,Very Active,24.01,2278.0,60.0,Maintain Weight,2024-06-09 15:58:43.264726026
44.499952327555235,Female,158.7,45.0,Moderately Active,17.86,1636.0,68.0,Gain Weight,2024-06-10 00:44:50.832293594
42.489437804625865,Male,183.5,70.9,Very Active,21.07,3016.0,58.0,Maintain Weight,2024-06-10 09:30:58.399861162
42.54014611117136,Female,167.0,80.6,Moderately Active,28.89,2296.0,59.0,Lose Weight,2024-06-10 18:17:05.967428730
34.853038725837024,Male,176.8,69.6,Moderately Active,22.25,2474.0,72.0,Maintain Weight,2024-06-11 03:03:13.534996296
24.232947542170024,Male,172.4,63.3,Sedentary,21.3,2130.0,80.0,Maintain Weight,2024-06-11 11:49:21.102563864
35.909654698324715,Female,155.4,54.6,Very Active,22.6,2120.0,64.0,Maintain Weight,2024-06-11 20:35:28.670131432
26.87405946185466,Female,163.3,80.6,Moderately Active,30.2,2473.0,71.0,Lose Weight,2024-06-12 05:21:36.237699000
46.70143680101302,Female,169.3,53.5,Sedentary,18.67,1540.0,79.0,Lose Weight,2024-06-12 14:07:43.805266568
33.23531142197434,Female,158.9,55.0,Sedentary,21.79,1414.0,73.0,Gain Weight,2024-06-12 22:53:51.372834134
25.09403363848986,Female,157.7,70.9,Moderately Active,28.49,2138.0,71.0,Lose Weight,2024-06-13 07:39:58.940401702
31.14336990016408,Female,160.6,76.3,Moderately Active,29.57,2110.0,75.0,Lose Weight,2024-06-13 16:26:06.507969270
39.95517745130749,Female,169.1,67.7,Moderately Active,23.69,2086.0,62.0,Maintain Weight,2024-06-14 01:12:14.075536838
28.235305366352303,Male,176.0,63.6,Very Active,20.52,2630.0,60.0,Maintain Weight,2024-06-14 09:58:21.643104406
25.133355253202822,Male,162.6,90.9,Sedentary,34.38,2365.0,82.0,Lose Weight,2024-06-14 18:44:29.210671972
37.924246537902945,Male,177.9,91.1,Moderately Active,28.78,2908.0,65.0,Maintain Weight,2024-06-15 03:30:36.778239540
37.93959885330467,Male,167.8,80.8,Sedentary,28.72,2017.0,75.0,Maintain Weight,2024-06-15 12:16:44.345807108
28.916681895546443,Male,165.5,58.6,Very Active,21.38,2652.0,61.0,Maintain Weight,2024-06-15 21:02:51.913374676
29.347540332580127,Female,163.2,61.0,Very Active,22.9,2307.0,54.0,Maintain Weight,2024-06-16 05:48:59.480942242
37.784599248291634,Male,164.3,63.5,Moderately Active,23.52,2277.0,72.0,Lose Weight,2024-06-16 14:35:07.048509810
18.0,Male,182.8,83.5,Moderately Active,24.99,2733.0,64.0,Lose Weight,2024-06-16 23:21:14.616077378
18.11043470748134,Male,170.6,92.6,Sedentary,31.8,2332.0,89.0,Lose Weight,2024-06-17 08:07:22.183644946
26.378669344970767,Male,185.7,91.9,Moderately Active,26.64,3109.0,86.0,Lose Weight,2024-06-17 16:53:29.751212514
32.438634179457836,Male,171.2,61.1,Very Active,20.85,2761.0,56.0,Gain Weight,2024-06-18 01:39:37.318780080
38.73089078717606,Male,163.0,74.8,Moderately Active,28.13,2271.0,74.0,Maintain Weight,2024-06-18 10:25:44.886347648
52.70427460339462,Male,167.2,76.2,Sedentary,27.25,1906.0,74.0,Lose Weight,2024-06-18 19:11:52.453915216
45.29191547842423,Female,158.8,65.7,Moderately Active,26.06,2032.0,77.0,Maintain Weight,2024-06-19 03:58:00.021482784
33.080737640438876,Female,164.9,70.5,Very Active,25.93,2672.0,54.0,Lose Weight,2024-06-19 12:44:07.589050350
34.771805505167734,Male,183.7,72.7,Sedentary,21.55,2178.0,84.0,Gain Weight,2024-06-19 21:30:15.156617918
22.969647624346294,Female,155.4,62.4,Sedentary,25.86,1608.0,73.0,Lose Weight,2024-06-20 06:16:22.724185486
34.77784236809132,Female,166.1,61.8,Moderately Active,22.41,1912.0,69.0,Maintain Weight,2024-06-20 15:02:30.291753054
31.53609633295834,Female,164.5,53.7,Very Active,19.86,2301.0,55.0,Gain Weight,2024-06-20 23:48:37.859320622
38.872622724057074,Female,160.2,70.2,Sedentary,27.39,1663.0,87.0,Lose Weight,2024-06-21 08:34:45.426888188
25.073228677372125,Male,173.9,109.0,Sedentary,36.05,2427.0,73.0,Lose Weight,2024-06-21 17:20:52.994455756
41.23215817089407,Female,157.0,45.9,Sedentary,18.64,1330.0,84.0,Maintain Weight,2024-06-22 02:07:00.562023324
53.39286695603093,Female,156.7,63.5,Sedentary,25.87,1448.0,77.0,Lose Weight,2024-06-22 10:53:08.129590892
33.69487821851771,Female,165.2,70.8,Moderately Active,25.92,2119.0,69.0,Lose Weight,2024-06-22 19:39:15.697158460
39.820540665187295,Male,171.2,71.4,Moderately Active,24.37,2410.0,71.0,Gain Weight,2024-06-23 04:25:23.264726026
43.281727900533355,Male,176.1,73.4,Moderately Active,23.66,2414.0,65.0,Maintain Weight,2024-06-23 13:11:30.832293594
30.185354337369965,Male,178.5,64.1,Moderately Active,20.1,2577.0,71.0,Maintain Weight,2024-06-23 21:57:38.399861162
37.689109781725,Male,182.8,90.0,Sedentary,26.93,2337.0,92.0,Lose Weight,2024-06-24 06:43:45.967428730
35.15110880938154,Male,185.1,73.6,Very Active,21.49,3016.0,56.0,Maintain Weight,2024-06-24 15:29:53.534996296
36.17211318258598,Male,172.5,51.9,Moderately Active,17.43,2038.0,78.0,Gain Weight,2024-06-25 00:16:01.102563864
25.723882593734402,Male,165.7,69.7,Very Active,25.39,3037.0,67.0,Lose Weight,2024-06-25 09:02:08.670131432
35.29412209110731,Female,169.4,77.1,Moderately Active,26.88,2121.0,64.0,Lose Weight,2024-06-25 17:48:16.237699000
40.9759794949454,Female,158.2,65.6,Sedentary,26.21,1709.0,68.0,Lose Weight,2024-06-26 02:34:23.805266568
52.4137232935405,Female,164.8,67.0,Moderately Active,24.69,2004.0,72.0,Maintain Weight,2024-06-26 11:20:31.372834134
46.51124991302248,Male,172.1,89.7,Sedentary,30.3,2164.0,76.0,Lose Weight,2024-06-26 20:06:38.940401702
60.838189490138674,Male,176.8,77.1,Moderately Active,24.67,2474.0,83.0,Maintain Weight,2024-06-27 04:52:46.507969270
25.791829245343408,Male,168.3,83.8,Sedentary,29.62,2200.0,80.0,Lose Weight,2024-06-27 13:38:54.075536838
45.46784764064814,Male,168.3,70.3,Sedentary,24.81,2033.0,74.0,Maintain Weight,2024-06-27 22:25:01.643104404
37.20010406886022,Male,177.4,80.6,Very Active,25.62,3036.0,54.0,Lose Weight,2024-06-28 07:11:09.210671972
61.27763519861207,Female,149.5,61.0,Sedentary,27.28,1354.0,89.0,Lose Weight,2024-06-28 15:57:16.778239540
25.300420575738183,Female,158.5,58.8,Very Active,23.39,2321.0,57.0,Lose Weight,2024-06-29 00:43:24.345807108
24.923337893830688,Male,174.7,63.8,Sedentary,20.92,1977.0,80.0,Maintain Weight,2024-06-29 09:29:31.913374676
27.807288254671732,Male,175.2,76.3,Moderately Active,24.86,2387.0,77.0,Maintain Weight,2024-06-29 18:15:39.480942242
18.0,Male,169.7,61.9,Moderately Active,21.5,2486.0,67.0,Maintain Weight,2024-06-30 03:01:47.048509810
28.690939739830867,Male,173.4,66.4,Moderately Active,22.09,2298.0,70.0,Maintain Weight,2024-06-30 11:47:54.616077378
25.890408061355625,Female,161.8,59.5,Sedentary,22.74,1544.0,80.0,Maintain Weight,2024-06-30 20:34:02.183644946
36.804725437714495,Male,168.5,61.7,Sedentary,21.74,1846.0,85.0,Maintain Weight,2024-07-01 05:20:09.751212514
39.101071709325915,Male,181.2,113.3,Sedentary,34.5,2567.0,85.0,Lose Weight,2024-07-01 14:06:17.318780080
57.514050070590635,Male,182.2,104.0,Sedentary,31.33,2471.0,78.0,Lose Weight,2024-07-01 22:52:24.886347648
46.405086058232605,Male,162.1,78.2,Moderately Active,29.76,2257.0,70.0,Lose Weight,2024-07-02 07:38:32.453915216
28.077156132051165,Female,156.5,50.4,Very Active,20.55,2055.0,58.0,Lose Weight,2024-07-02 16:24:40.021482784
24.219023943819707,Male,168.5,65.7,Very Active,23.14,2865.0,53.0,Lose Weight,2024-07-03 01:10:47.589050350
40.903030058078066,Male,164.5,54.5,Moderately Active,20.12,2016.0,72.0,Maintain Weight,2024-07-03 09:56:55.156617918
19.157201515752295,Female,156.4,53.6,Moderately Active,21.91,1915.0,83.0,Lose Weight,2024-07-03 18:43:02.724185486
56.977505190252245,Female,158.0,53.0,Moderately Active,21.25,1583.0,64.0,Lose Weight,2024-07-04 03:29:10.291753054
49.15328144865545,Female,163.8,83.0,Sedentary,30.96,1808.0,74.0,Lose Weight,2024-07-04 12:15:17.859320622
29.36989217474354,Male,170.4,64.5,Very Active,22.21,2777.0,56.0,Maintain Weight,2024-07-04 21:01:25.426888188
18.0,Male,174.4,82.8,Moderately Active,27.21,2737.0,75.0,Maintain Weight,2024-07-05 05:47:32.994455756
51.246468489984956,Female,160.9,66.8,Moderately Active,25.81,1888.0,73.0,Lose Weight,2024-07-05 14:33:40.562023324
33.62552185696858,Female,148.6,77.7,Sedentary,35.21,1764.0,79.0,Lose Weight,2024-07-05 23:19:48.129590892
49.853795743681545,Female,149.3,45.0,Moderately Active,20.19,1341.0,64.0,Gain Weight,2024-07-06 08:05:55.697158458
18.0,Female,158.4,69.7,Moderately Active,27.78,2061.0,71.0,Lose Weight,2024-07-06 16:52:03.264726026
27.807499724554724,Female,164.7,68.6,Very Active,25.29,2572.0,52.0,Maintain Weight,2024-07-07 01:38:10.832293594
35.0629243966182,Female,145.5,45.0,Moderately Active,21.25,1612.0,71.0,Maintain Weight,2024-07-07 10:24:18.399861162
35.5637671251769,Male,164.9,81.6,Sedentary,30.03,2172.0,87.0,Lose Weight,2024-07-07 19:10:25.967428730
29.599214342249077,Male,168.5,67.2,Very Active,23.67,2832.0,54.0,Maintain Weight,2024-07-08 03:56:33.534996296
42.47419918816998,Male,168.0,70.8,Sedentary,25.09,2058.0,68.0,Maintain Weight,2024-07-08 12:42:41.102563864
22.188554847408867,Female,159.0,54.4,Moderately Active,21.53,1871.0,81.0,Maintain Weight,2024-07-08 21:28:48.670131432
33.291446179744476,Female,158.8,58.3,Sedentary,23.12,1446.0,75.0,Maintain Weight,2024-07-09 06:14:56.237699000
36.443547580542784,Female,170.3,87.5,Moderately Active,30.15,2347.0,78.0,Lose Weight,2024-07-09 15:01:03.805266568
41.173266008704985,Female,159.7,58.7,Very Active,23.0,2330.0,59.0,Gain Weight,2024-07-09 23:47:11.372834134
43.53937853706668,Female,164.3,78.6,Sedentary,29.13,1758.0,79.0,Lose Weight,2024-07-10 08:33:18.940401702
21.50429489794557,Female,162.8,56.8,Very Active,21.42,2230.0,62.0,Gain Weight,2024-07-10 17:19:26.507969270
18.0,Male,176.5,71.2,Sedentary,22.88,2196.0,73.0,Gain Weight,2024-07-11 02:05:34.075536838
50.33212186278211,Male,175.5,77.5,Very Active,25.16,2813.0,61.0,Lose Weight,2024-07-11 10:51:41.643104404
38.9877681437551,Female,149.2,45.0,Moderately Active,20.21,1383.0,67.0,Lose Weight,2024-07-11 19:37:49.210671972
26.018161561321357,Male,169.9,64.0,Very Active,22.17,2932.0,53.0,Maintain Weight,2024-07-12 04:23:56.778239540
53.613823706270274,Female,166.6,72.6,Sedentary,26.14,1741.0,83.0,Lose Weight,2024-07-12 13:10:04.345807108
36.3880956115143,Male,176.2,72.1,Very Active,23.22,2910.0,59.0,Maintain Weight,2024-07-12 21:56:11.913374676
49.151566208765914,Female,163.3,62.6,Moderately Active,23.46,1828.0,69.0,Maintain Weight,2024-07-13 06:42:19.480942242
35.81022177692131,Female,165.0,75.1,Sedentary,27.58,1783.0,70.0,Lose Weight,2024-07-13 15:28:27.048509810
59.728975098583845,Male,171.2,71.5,Very Active,24.39,2683.0,68.0,Maintain Weight,2024-07-14 00:14:34.616077378
56.06409010931846,Male,173.1,86.7,Sedentary,28.94,2207.0,87.0,Lose Weight,2024-07-14 09:00:42.183644946
32.01243021825112,Female,185.0,72.0,Very Active,21.03,2834.0,65.0,Maintain Weight,2024-07-14 17:46:49.751212514
46.65885141145226,Female,149.5,55.6,Sedentary,24.86,1262.0,78.0,Maintain Weight,2024-07-15 02:32:57.318780080
42.744511395021775,Male,186.7,96.2,Moderately Active,27.58,2630.0,58.0,Maintain Weight,2024-07-15 11:19:04.886347648
51.42357869038818,Male,184.4,90.7,Moderately Active,26.68,2861.0,84.0,Lose Weight,2024-07-15 20:05:12.453915216
23.420918473038746,Female,172.3,60.9,Sedentary,20.51,1766.0,80.0,Maintain Weight,2024-07-16 04:51:20.021482784
43.232617519981275,Male,165.9,75.4,Sedentary,27.41,1882.0,74.0,Lose Weight,2024-07-16 13:37:27.589050350
47.70109384219505,Female,160.3,46.5,Sedentary,18.09,1290.0,83.0,Gain Weight,2024-07-16 22:23:35.156617918
18.0,Female,163.7,64.7,Moderately Active,24.14,2057.0,78.0,Gain Weight,2024-07-17 07:09:42.724185486
20.8008978480107,Female,161.7,87.9,Sedentary,33.59,2113.0,80.0,Lose Weight,2024-07-17 15:55:50.291753054
18.0,Female,159.5,53.8,Moderately Active,21.16,1746.0,79.0,Lose Weight,2024-07-18 00:41:57.859320622
31.767117986665305,Male,180.8,74.1,Sedentary,22.66,2095.0,89.0,Maintain Weight,2024-07-18 09:28:05.426888188
43.610507069551545,Male,180.7,94.9,Sedentary,29.06,2323.0,71.0,Lose Weight,2024-07-18 18:14:12.994455756
53.02828462515234,Male,167.0,54.0,Moderately Active,19.37,1993.0,65.0,Maintain Weight,2024-07-19 03:00:20.562023324
35.8891373650373,Male,180.7,76.7,Sedentary,23.47,2091.0,88.0,Maintain Weight,2024-07-19 11:46:28.129590892
54.5433865468555,Male,185.8,83.5,Very Active,24.19,2951.0,46.0,Maintain Weight,2024-07-19 20:32:35.697158458
18.438782501421304,Male,167.1,60.7,Very Active,21.73,2762.0,59.0,Maintain Weight,2024-07-20 05:18:43.264726026
18.0,Male,168.6,66.2,Moderately Active,23.29,2429.0,60.0,Maintain Weight,2024-07-20 14:04:50.832293594
34.33342761324057,Female,158.6,66.0,Moderately Active,26.23,1907.0,67.0,Maintain Weight,2024-07-20 22:50:58.399861162
39.60878538727169,Male,182.1,79.1,Very Active,23.84,3159.0,59.0,Gain Weight,2024-07-21 07:37:05.967428730
34.60766302287088,Male,176.9,84.7,Sedentary,27.07,2089.0,77.0,Lose Weight,2024-07-21 16:23:13.534996296
18.0,Female,164.0,66.3,Sedentary,24.64,1850.0,76.0,Maintain Weight,2024-07-22 01:09:21.102563864
33.93055952584654,Male,178.9,87.9,Sedentary,27.48,2444.0,71.0,Maintain Weight,2024-07-22 09:55:28.670131432
19.34636599394176,Male,177.4,74.3,Moderately Active,23.63,2614.0,86.0,Maintain Weight,2024-07-22 18:41:36.237699000
43.03607058596046,Female,152.9,65.1,Sedentary,27.83,1557.0,95.0,Maintain Weight,2024-07-23 03:27:43.805266568
